Region,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Russian Federation,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,618.703067,615.163541,543.024087,481.661704,371.975328,340.936698,320.629098,310.224133,315.65991,311.152066,318.081999,315.462136,305.021147,303.890052,301.221507,293.989766,305.083218,309.649936,320.226637,296.94141,297.530831,328.781364,327.864661,315.118702,335.998945,329.501645,309.684164,322.30528,303.003381
Serbia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.747429,10.098568,6.281536,5.466426,4.998768,4.830508,9.474591,12.566375,9.474342,5.571925,4.083545,7.052886,8.621153,9.436304,10.982245,11.541569,12.508422,12.041009,9.85136,10.02252,9.631064,9.390074,8.977138,8.342671,8.359074,8.600883,8.965837,9.00066,9.110546
Tajikistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.228953,5.228953,2.939235,1.760746,1.28873,1.198452,0.946329,0.946329,1.18708,0.963206,0.654509,0.888786,1.021411,0.925018,1.076347,0.91018,1.101905,1.524436,1.580581,1.503661,1.571271,1.645332,1.794793,2.008704,2.466575,2.365308,2.375706,2.327098,2.821794
Turkmenistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.689103,10.729363,13.64902,7.553709,7.597742,6.932487,8.046967,8.037882,9.848545,10.423235,11.058866,11.12569,12.571069,14.087661,14.903582,14.628729,14.303002,14.93707,15.331145,14.553453,16.189284,16.949497,17.840259,18.016791,18.833157,18.957814,18.824809,18.851405,18.98635
Ukraine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,185.174221,182.10061,114.532508,85.081157,68.782456,72.494532,43.18376,50.075348,46.208154,33.404365,31.896009,33.521268,34.411846,34.450242,35.950806,35.820728,37.622502,39.872433,39.875411,38.824181,37.35562,37.427244,36.816697,35.88685,30.986131,28.33113,31.150452,28.969955,28.473373
Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.834342,26.086011,21.771252,20.220817,17.316152,18.499525,18.236148,19.239997,18.725014,18.248919,18.423246,18.422692,18.082706,16.0554,15.215824,14.606095,14.189897,12.784528,12.578542,12.111788,11.516677,10.397432,9.800789,10.99623,9.957385,9.848931,10.217749,10.146104,11.25181
Former Soviet Union (if no detail),635.685798,686.437634,758.252615,824.012018,937.43683,975.395106,1008.246573,1043.375999,1078.8165,1120.121886,1143.977513,1144.872357,1139.868929,1125.378728,1102.939259,1093.522969,1084.681178,1053.690844,1013.493461,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Former Yugoslavia (if no detail),23.835596,24.246157,26.721678,30.416216,29.893204,31.985656,34.737026,38.241151,40.311598,35.569533,34.584452,34.860355,35.392406,33.826166,34.536048,38.8608,38.057227,42.624668,39.932643,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Non-OECD Europe and Eurasia,723.387227,778.706821,858.368061,925.218911,1045.107612,1091.376401,1132.204687,1178.096105,1221.268995,1252.183898,1263.827556,1262.809225,1251.427015,1231.519051,1211.519981,1211.872061,1206.83859,1179.160368,1134.301065,1164.007548,1123.753115,929.766252,796.971224,637.991085,602.077112,556.02733,548.354237,546.941626,508.509493,512.23865,510.256582,503.384072,507.283622,506.470368,504.24005,523.154837,530.532477,544.152913,510.632509,504.140127,542.384404,540.129646,537.364502,541.599587,544.698711,536.625573,547.66388,527.773483
Algeria,5.8312,6.216545,7.062377,7.584291,8.578527,10.0668,11.126478,11.739621,13.498092,14.057944,15.226457,16.142748,16.897346,17.989217,19.227775,19.409439,19.655254,19.574402,20.109332,23.686358,25.165402,25.044422,25.323743,23.351096,22.692816,22.573522,22.602719,22.761017,24.288199,24.91862,25.746547,29.077409,28.764707,30.467865,31.416536,32.524204,35.190766,37.966909,42.012182,43.568932,46.419482,49.972196,52.177733,54.211264,57.608204,55.710996,54.574453,55.810838
Angola,1.533005,2.293495,2.071089,2.119836,1.827759,1.827974,1.36729,2.436972,2.400735,2.506625,2.346238,2.02141,2.119245,2.001028,2.59044,2.519253,2.546493,2.90668,2.976591,2.886212,2.900615,2.796672,3.151305,3.106423,2.839186,3.117139,3.239895,2.621019,3.668515,3.539767,4.015848,4.351961,5.817941,6.277452,4.899588,6.948434,8.058512,10.51261,12.548151,13.731906,14.705366,14.991589,18.503154,20.319253,20.054982,19.923446,17.264131,17.151707
Benin,0.304678,0.399858,0.409581,0.421428,0.462751,0.280361,0.334802,0.382204,0.382315,0.394843,0.299892,0.363766,0.364559,0.378828,0.472814,0.409385,0.35989,0.356206,0.281353,0.256412,0.199848,0.208945,0.208966,0.215168,0.221525,0.907229,1.159368,1.21466,1.340466,1.424519,1.73514,2.02022,2.276874,2.434437,2.677863,3.245668,3.786198,3.835942,4.193752,4.582754,4.419508,4.208053,4.442396,4.741865,5.127636,6.329619,6.401075,7.173848
Botswana,0.081791,0.097535,0.13233,0.289547,0.305292,0.198434,0.15136,0.217554,0.283869,0.309309,0.476923,0.46522,0.458537,0.464525,0.460731,0.562016,0.605205,0.745764,0.855594,0.988096,0.951099,1.2669,1.24064,1.046481,1.153919,1.179171,1.286865,1.403045,1.588265,1.710046,1.849806,1.950645,2.035434,1.963508,2.003902,2.164881,2.344247,2.613605,2.427234,2.5682,2.7098,2.838431,3.047257,3.108884,3.18696,3.198163,3.282602,3.428707
Cameroon,0.734006,0.769923,0.797873,0.795467,1.019224,0.930459,1.332718,1.429745,1.54213,1.668316,1.754799,1.878459,2.044363,2.140803,2.378233,2.296648,2.278816,2.492939,2.724862,2.643756,2.433156,2.273586,2.416963,2.550265,2.459446,2.443261,2.569145,2.684373,2.401607,2.788281,2.706746,2.896222,2.983401,3.014278,2.935781,3.10607,3.554087,3.684509,4.32644,4.5631,4.506475,4.518731,4.755467,5.130424,4.987173,5.060515,4.808191,4.747747
Congo,0.569226,0.601343,0.59491,0.598203,0.601629,0.738758,0.632682,0.678747,0.653449,0.692372,0.724185,0.800107,0.805127,0.728053,0.759734,0.686928,0.721913,0.673758,0.660974,0.638889,0.682875,0.612804,0.59402,0.387831,0.536664,0.422885,0.319257,0.326816,0.373629,0.497599,0.634625,0.503656,0.719354,0.742494,0.798587,0.975625,1.054902,1.322106,1.462037,1.635111,1.804041,1.809956,2.10399,2.177298,2.15661,1.823755,1.633315,1.633553
Côte d'Ivoire,2.401772,2.652976,2.710676,2.808985,3.03834,3.483598,3.414592,3.983024,3.653702,3.390969,2.986688,2.963288,3.738631,3.337323,3.046744,3.077344,3.049392,3.061432,2.928331,2.705417,2.791494,2.772149,2.95732,3.093579,3.164836,2.996239,3.344994,3.052809,3.712859,3.354143,3.260316,3.339123,2.474152,2.788897,2.873524,2.739623,2.585577,3.243321,3.084685,3.103537,2.915925,4.534558,4.610552,5.079478,5.559619,5.760304,5.948163,6.080119
Dem. Rep. of Congo,1.564851,1.62719,1.769315,1.832247,1.79281,1.78858,1.893829,2.006526,2.433085,2.312886,2.517326,1.795914,2.757289,2.63516,2.417187,2.153466,2.452592,2.611263,2.404449,2.08471,1.635402,1.4112,1.37255,1.214963,1.142631,1.152152,1.151975,1.273899,1.255271,0.852804,0.713348,0.770713,0.937636,1.013146,1.281832,1.370355,1.496856,1.669827,1.691205,1.823098,2.298512,2.271174,3.476123,4.652669,2.732603,1.978307,2.201117,2.122615
Egypt,18.467825,21.146033,19.444187,21.425439,23.213297,27.501908,29.024463,29.559841,32.412878,35.806937,41.004439,44.609071,49.942217,54.143811,54.952203,54.652601,58.763318,58.835048,59.637917,61.610043,58.96857,60.578622,58.882934,53.169401,57.674506,61.17123,67.118686,71.59419,69.944827,66.817115,65.622011,67.259658,65.293946,77.635387,78.520086,82.294885,87.170128,93.388255,99.57971,100.834233,99.788227,105.450813,109.058006,116.774418,119.987838,115.774218,105.289116,103.129772
Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,0.08265,0.063399,0.041266,0.044311,0.041429,0.047624,0.050684,0.057041,0.076292,0.063399,0.066504,0.066504,0.060399,0.063503,0.066712,0.089171,0.149866,0.136928,0.181625,0.587509,0.428849,0.926782,1.110127,1.322099,1.42961,1.537282,1.686072,1.662733,1.772794,1.839491,1.807048,1.767776,2.262917,2.327825,2.125594,1.895696,1.757193,1.65051
Eritrea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.437804,0.633044,0.715167,0.779286,0.854583,0.803162,0.596343,0.631615,0.618481,0.678506,0.661787,0.670794,0.664346,0.582093,0.505886,0.496383,0.429116,0.451022,0.48333,0.508848,0.533131,0.547812,0.559208,0.570601,0.581959,0.641514,0.71535
Ethiopia,1.307976,1.207798,1.298756,1.32179,1.17811,1.184784,1.165957,1.253924,1.32017,1.351695,1.489751,1.352898,1.452572,1.345737,1.385977,1.636789,1.86175,1.929515,2.03209,2.171078,2.214169,1.3944,1.798312,2.072112,2.325783,2.589803,2.753032,2.923389,2.918312,3.201238,4.038851,4.210465,4.570982,4.810595,4.427913,4.725167,5.439616,6.134872,6.17439,5.719165,6.328063,6.572289,7.621735,9.250968,8.983427,10.466809,10.837906,11.566192
Gabon,0.475371,0.472551,0.610544,0.55938,0.757319,1.172804,1.324602,1.743004,1.331937,1.2893,1.570889,1.706763,1.748493,1.429216,1.582921,1.362898,1.165659,1.284517,0.963789,0.70103,0.860935,0.910133,0.986853,0.964541,1.051284,1.168531,1.267536,1.369942,1.274008,1.221892,1.225264,1.12113,1.109679,1.158061,1.446247,1.506541,1.620325,1.658599,1.605331,2.025887,2.271712,2.393611,2.677135,2.586713,2.532131,2.646855,1.518578,1.530878
Ghana,1.915098,2.007377,2.07969,2.181189,2.305818,2.348777,2.507349,2.527553,2.213717,2.190291,2.677404,2.276178,1.49115,1.785739,2.067234,2.202734,2.297404,2.363984,2.613732,2.516857,2.257202,2.657613,2.696473,2.914599,3.184394,3.483325,3.604618,5.438717,5.818927,4.949505,5.444546,6.656509,6.37041,5.869142,6.306508,7.725022,8.355755,7.871324,9.243263,9.506141,9.245072,11.980075,13.06289,11.791653,11.457814,11.705776,10.929736,11.758283
Kenya,3.028006,3.285914,3.362405,3.358032,3.345116,3.816265,4.007088,4.023935,4.063804,4.352561,4.072469,3.954369,3.666626,4.248981,4.370106,5.005817,5.193831,5.101626,5.363126,5.14877,4.937447,4.948893,4.962304,4.97353,5.345683,5.874683,5.666643,6.293026,6.618999,7.506596,6.822479,6.443559,5.500173,6.296966,7.129293,7.971896,7.947782,8.390446,10.053853,10.555677,10.386676,9.517812,10.950998,11.023734,12.792278,14.375564,14.593009,14.898822
Libya,1.607626,3.121872,3.804367,4.72291,6.165741,7.313101,8.417701,9.582327,10.661448,12.300346,14.60435,16.042971,16.082849,16.367261,15.029384,14.886675,16.603619,17.74567,17.583648,17.741188,17.907662,18.129153,19.610453,23.783624,25.970958,27.031367,26.588342,27.360813,29.130557,29.874493,30.408483,31.996154,33.367876,32.491068,34.69045,32.762276,29.589626,32.481521,36.671596,38.000154,25.328112,33.483839,35.675507,36.805981,30.818654,27.705536,28.132565,28.820187
Mauritius,0.26147,0.290146,0.327956,0.397134,0.4224,0.488437,0.563669,0.604091,0.606905,0.572348,0.57874,0.531688,0.606552,0.587427,0.528535,0.625963,0.685238,0.803449,0.852974,1.027415,1.105203,1.174464,1.317756,1.360434,1.397696,1.516496,1.511922,1.618304,1.866472,1.814379,1.835809,1.848681,1.977314,2.064913,2.073348,2.120486,1.996686,1.875453,1.968668,2.03177,2.074785,2.077839,2.082708,2.138681,2.203867,2.244365,2.308236,2.36114
Morocco,5.285967,5.633413,6.721637,7.477848,7.783693,8.554482,9.599713,10.396714,11.744518,11.952102,11.897973,12.648568,12.79676,13.19878,13.363734,13.090323,12.967445,13.881203,15.075587,15.336878,15.906694,18.125839,18.704621,20.487012,19.161587,17.728896,18.868528,18.647141,20.513089,18.957885,18.771255,19.586122,20.201775,24.008678,25.57546,26.197655,27.2505,29.981718,30.788086,33.57026,36.602524,37.282622,37.011216,34.737779,34.957437,35.485375,37.685625,36.739998
Mozambique,1.453348,1.386486,1.384005,1.342923,1.153504,1.247045,1.567707,1.40722,1.350981,1.662345,1.338806,1.285908,1.293374,1.173296,1.253514,1.315069,1.321278,1.328778,1.2888,0.947688,0.756731,0.942973,1.138239,0.930187,1.015157,1.087797,1.197542,1.154672,1.145029,1.315752,1.302139,1.369302,1.659566,1.685155,1.473012,1.558203,1.879725,1.807546,2.03737,2.1945,2.514356,2.398118,2.590917,2.90843,3.484547,3.479174,3.776191,4.371631
Namibia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.085683,1.192318,1.221382,1.4215,1.739049,1.893618,1.949915,1.981068,1.96608,1.935859,2.451091,2.128634,2.248641,2.377473,2.482549,2.3973,2.454372,2.727612,2.926036,3.098743,3.171714,3.241384,3.461883,3.664603,3.897185,3.916915,3.875743,3.854417
Niger,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.479123,0.469279,0.475916,0.532777,0.542507,0.527013,0.536125,0.628193,0.647711,0.860494,1.08362,1.080527,1.572939,1.509555,1.651491,1.688335,1.671721,1.753619,1.951668
Nigeria,4.776741,5.590886,6.859775,7.837682,9.136438,11.817335,14.620906,18.096688,18.258041,21.988195,23.557606,26.815087,26.784958,24.37517,24.566738,23.685874,23.826287,25.525985,25.689693,20.960023,24.201047,30.555317,26.352615,20.98486,23.465749,27.015171,29.502838,25.468599,26.569252,29.08939,35.399113,36.08229,35.448092,35.397378,37.862986,31.539351,26.740888,32.917931,27.79465,37.530717,39.670757,43.345193,54.41757,59.542529,53.489106,56.140264,56.650699,73.055191
Senegal,1.215743,1.250851,1.379128,1.469605,1.609257,1.676251,1.818236,1.76294,1.954134,2.040625,2.002294,1.92602,1.907434,2.039982,2.124697,2.042655,2.068188,1.95163,2.061455,2.120312,2.118385,2.316041,2.234906,2.28465,2.369874,2.497199,2.81291,3.144708,3.541685,3.520184,3.8357,3.909488,3.783068,4.095749,4.219976,4.002195,4.430269,4.66694,4.715561,4.705562,4.758887,4.751296,5.057245,5.420749,5.96645,6.286613,6.415838,6.351594
South Africa,27.819745,30.019087,32.875993,32.126961,34.416366,34.925697,34.611975,36.001636,33.270925,33.895941,35.493655,35.14881,35.247326,37.935322,36.916432,36.305009,38.346386,40.753963,41.813266,43.13766,43.170176,42.312973,42.106627,43.97336,48.252862,48.144274,49.603159,49.700736,49.976192,49.098555,50.158521,51.315295,53.028057,55.043889,57.372303,58.501492,63.047625,61.139885,60.040086,61.04656,66.148505,66.236244,70.922859,68.314415,72.04727,68.34861,73.108831,73.490713
South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.418563,1.453128,1.525957,1.969439,1.730161,1.515641,1.382809
Sudan,3.214101,3.40838,4.546732,4.269517,3.212724,3.187272,3.394339,3.08119,3.143836,3.665332,3.577332,3.680487,3.755171,3.332012,3.980398,3.917559,3.001866,4.380945,3.953016,5.295628,4.733532,4.427454,3.09084,4.595561,4.308578,4.104243,5.074408,4.624786,5.091085,5.486143,6.017397,7.461757,7.642494,8.386446,9.927598,12.357718,13.29582,14.416562,14.737501,15.122702,14.206025,13.866769,13.118769,13.986273,16.360905,18.929077,18.784027,18.643104
United Rep. of Tanzania,1.40302,1.639618,1.672532,1.504019,1.405116,1.37833,1.389029,1.484148,1.522001,1.487768,1.468526,1.346185,1.351557,1.364292,1.423628,1.53085,1.527724,1.574836,1.594151,1.660169,1.634098,1.62821,1.587271,1.641816,2.396282,2.684884,2.583859,2.267252,1.996272,2.416798,2.575519,2.961512,3.155033,4.176822,4.257792,4.498123,4.163707,4.293093,3.90192,4.516591,5.374238,6.779104,7.769192,7.244477,8.128947,7.369444,7.233353,7.346915
Togo,0.34348,0.359389,0.304709,0.272966,0.317366,0.268867,0.341817,0.341609,0.413016,0.366446,0.364336,0.433069,0.299587,0.340392,0.296704,0.482043,0.523293,0.507088,0.513386,0.575191,0.524211,0.375015,0.25309,0.58911,0.579397,0.945054,0.661513,0.825618,1.092465,0.948868,0.781264,0.852204,1.090363,1.029607,0.963204,0.887183,0.892707,1.096276,2.275963,2.076229,1.887314,1.624766,1.27404,1.152546,0.964143,1.466172,1.179939,1.356403
Tunisia,3.42535,3.680162,3.643493,3.809376,3.993532,4.296495,4.897521,5.246685,6.112429,6.810834,6.926847,6.718646,7.869815,7.389926,7.181486,8.097043,7.042432,8.344662,9.066862,9.030116,10.247156,10.096149,10.57846,9.542057,9.146416,9.499116,9.911469,10.064011,10.441541,10.87372,11.061548,11.112872,11.093901,11.546215,11.700238,12.2632,12.564773,11.849936,11.589439,11.434226,10.641563,10.958308,11.266883,12.675021,13.794128,12.993818,13.535014,13.305199
Zambia,1.357974,1.497614,1.935011,2.291208,2.423985,2.505347,2.182749,2.045537,1.983902,1.833966,1.804693,1.580914,1.605597,1.659541,1.595596,1.558898,1.67548,1.844726,2.013462,1.684976,1.860995,1.86227,1.544081,1.625163,1.656461,1.180901,1.622326,1.549276,1.350307,1.352059,1.430813,1.50116,1.593823,1.698571,1.795823,1.837711,1.74215,1.96816,2.125293,2.208298,2.589332,3.135694,3.185899,3.578209,3.875198,3.776669,4.085444,3.950442
Zimbabwe,1.485507,1.735105,1.85204,1.760577,1.99626,1.692929,1.74703,1.709848,1.517363,1.736489,1.868383,1.558474,1.964864,1.904805,2.021321,2.080081,2.193876,2.242212,2.107174,2.573024,2.69233,2.821671,2.982041,3.436731,3.607266,3.54684,3.54684,3.54684,4.779863,2.982778,2.865678,2.615157,2.17141,1.869986,2.055137,1.972339,1.937669,1.667911,1.714045,2.033929,3.317823,4.039407,4.188645,3.815182,3.701038,3.238868,3.331355,4.137778
Other Africa,8.37308,8.206416,8.476509,9.058367,9.557624,9.629394,9.963619,9.755168,10.767943,11.877075,10.440878,9.563864,9.798109,9.741063,10.320995,10.211477,13.404891,13.663117,13.359301,12.535264,13.285973,13.524051,13.78969,14.257783,14.641531,14.938855,16.210885,17.042576,17.67159,17.545654,18.004292,17.71974,19.356879,20.514345,20.877989,21.674556,23.240074,24.553182,24.456579,26.261445,23.09409,24.412417,24.679302,25.908704,28.302506,28.656725,31.809675,33.442612
Africa,100.278896,110.645201,118.155903,123.671568,132.057684,144.358274,153.437011,163.571372,169.5672,182.577482,193.154529,199.674281,208.891374,214.082001,216.35669,215.852461,226.190204,236.542439,240.601207,242.726559,247.294594,256.864545,253.797898,250.752507,264.347534,273.837635,288.684217,292.686573,303.148603,301.679755,312.290783,325.126123,328.986679,353.387475,366.584241,374.447452,386.64199,412.475611,429.229336,453.455868,452.575307,483.984697,518.963483,538.806681,545.512625,540.671489,536.861894,557.960742
Bangladesh,2.201003,2.201003,2.465927,2.839866,3.281004,3.543417,3.486864,3.719544,4.150043,4.601913,4.505775,4.550315,4.056034,4.101826,4.412647,4.802225,4.730016,4.59151,5.149741,4.926264,4.663185,5.210395,5.637019,5.900513,7.070634,7.379463,8.635237,8.812294,8.491332,7.89388,9.790215,10.094908,10.363968,10.748226,11.003923,11.035677,10.484268,10.48987,9.698849,10.901523,14.711447,15.285256,15.045938,16.345581,16.12886,15.717109,17.780667,20.91793
Brunei Darussalam,0.169381,0.147544,0.156442,0.1848,0.1848,0.231577,0.214599,0.230642,0.284044,0.489168,0.433776,0.515816,0.578948,0.548808,0.604757,0.597835,0.62909,0.682891,0.708351,0.736545,0.789887,0.907794,0.992445,1.05236,1.123563,1.273737,1.38233,1.259725,1.234488,1.191683,1.187462,1.268214,1.310593,1.295845,1.290846,1.455621,1.561926,1.725095,1.745401,1.721862,1.870298,1.992781,1.91322,1.889583,1.918044,1.903442,1.931603,1.964681
Cambodia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.470828,1.529809,1.640639,1.882193,1.907148,1.963006,2.15261,2.210863,2.378217,2.377826,2.639032,2.944559,3.571214,3.650335,4.339267,4.571168,4.787118,4.990445,4.964184,5.127278,5.65428,6.559797,6.71381,7.325973
DPR of Korea,2.616396,3.563937,3.680114,4.497259,4.271688,4.757324,4.526818,6.513811,7.598853,8.130485,7.869034,7.681509,7.623192,7.578461,7.476934,6.885884,7.167198,7.482,7.728326,7.959385,6.035535,4.91525,4.401103,2.974826,3.968719,4.302409,3.021461,4.008491,2.610804,3.150884,3.475038,3.481254,3.39345,3.421633,2.872815,2.198533,2.628206,2.694043,2.589379,2.570831,2.645798,2.536417,2.737715,2.617922,2.999145,3.217906,2.945533,2.918234
India,52.628458,56.47934,57.730459,57.515579,58.89103,61.082486,65.451478,70.841834,76.533345,79.990372,82.840726,84.56513,90.159545,103.367375,109.977408,116.139564,126.355925,135.195519,148.330299,151.145828,156.180138,162.281569,168.016032,182.755266,201.344669,214.248322,225.176147,240.666245,260.525198,277.361012,276.915587,285.95463,295.226177,303.508613,309.446126,334.620566,363.649858,386.506666,392.758128,408.038065,418.258536,445.875649,455.071726,480.238166,525.064905,558.609059,586.009838,595.076739
Indonesia,24.580542,27.701751,31.59978,34.392304,36.789715,37.747295,44.755826,49.730722,54.771938,61.60904,66.496695,68.815128,68.112039,68.226437,70.410859,74.044589,74.001216,78.622898,82.17793,91.406126,96.975548,101.982171,113.209787,113.854426,130.297488,136.980199,149.343053,144.881052,156.886201,157.453323,162.652359,163.156828,167.639445,184.78698,179.321594,167.804683,173.789537,176.916978,177.409134,178.477407,209.979229,226.652677,225.817394,228.987716,216.469934,204.766544,224.308051,238.06656
Lao People's Democratic Republic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.828964,0.91153,0.933042,0.95816,0.998581,1.032795,1.333474,1.395219,1.616651,1.823741,1.820709,1.843933,1.965083,2.249298,2.364294,2.826598,3.172169,3.238543,3.339126
Malaysia,12.75004,12.569006,12.97564,15.155856,16.131,17.544363,17.407535,19.239477,21.47948,23.332357,24.795721,26.005665,27.624665,27.087216,26.883215,26.52358,27.142934,28.825092,31.110962,37.582283,39.616909,41.087385,43.033789,45.274165,48.856197,55.335547,59.040869,55.26735,56.056909,56.747063,59.226933,62.575597,60.036488,64.260299,64.645619,64.690896,71.229543,70.862905,64.801913,68.240151,74.37966,72.007064,82.926915,86.593459,80.746411,78.630341,80.531231,77.905308
Mongolia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.190603,2.244956,2.250431,2.4674,2.250431,2.42261,1.751002,1.314884,1.625472,1.08183,1.05202,1.090009,1.075324,1.17486,1.180915,1.292939,1.306618,1.401476,1.531273,1.70028,1.676753,1.876389,2.344007,2.534434,2.353105,2.501436,3.106707,3.539781,3.698011,3.52105,3.477469,2.982029,3.887217,4.095214
Myanmar,3.834223,3.856804,3.074829,3.431895,2.977562,3.217077,3.529423,3.57059,3.692056,3.867647,3.620388,3.627227,3.490577,3.658486,3.465711,3.570839,2.359478,2.12659,2.092129,2.060549,1.975019,2.394672,2.706776,2.998491,3.983505,4.111116,3.7846,4.658552,5.33892,5.387479,4.545029,4.716292,5.329831,5.776853,6.207182,5.264162,5.582241,3.1827,3.411946,3.314895,3.493735,6.137578,7.811374,9.315177,10.319806,11.318663,19.493461,19.844941
Nepal,0.161647,0.202587,0.208966,0.183802,0.209337,0.225238,0.241221,0.244363,0.282649,0.324564,0.297185,0.341328,0.388144,0.449157,0.513233,0.546864,0.519274,0.566332,0.549984,0.728837,0.893995,1.035226,1.170209,1.345387,1.470847,1.593986,1.857969,1.955411,2.053721,2.078247,2.180965,2.128996,2.213,2.085989,2.099859,1.918638,1.798666,2.15025,2.688108,2.92174,2.979078,3.260738,3.623507,4.033744,3.486519,5.773184,7.061902,7.847166
Pakistan,8.414532,8.575915,8.964342,9.145142,10.498112,9.888809,10.2973,10.949076,11.851307,12.658251,13.328265,15.181454,16.954852,19.056955,20.702544,22.071511,24.375333,27.012669,28.774975,30.75769,30.950585,34.78664,39.811251,42.338144,45.634835,49.88793,53.146772,52.844547,57.724898,56.574282,54.529568,53.201983,43.378349,47.397263,47.718228,54.753878,59.02025,58.056804,61.777844,60.256638,59.731577,62.325757,67.812245,71.760966,76.539479,83.921641,81.477028,86.094109
Philippines,23.702725,24.61035,27.629179,26.436078,29.077334,28.866525,31.614975,32.501549,33.693313,31.072285,29.661277,29.610966,30.067762,25.584627,23.705076,22.957411,27.968391,29.478812,31.98836,32.972076,31.360508,35.451146,38.050547,40.916695,50.309709,52.700025,57.212974,56.577431,52.397715,48.195095,48.208993,45.188652,45.228228,46.153456,42.130549,38.051231,38.81233,36.842768,38.013184,40.134196,37.257463,38.584376,40.254559,43.081719,47.751826,51.087744,53.104161,53.74102
Singapore,5.994741,7.157969,8.04792,8.377143,8.364464,9.02509,10.073496,11.637918,12.566032,12.535072,13.399679,13.888065,14.984696,15.564711,16.446715,16.552284,16.938676,19.386798,20.771885,28.592725,29.875116,29.8324,32.708084,34.376001,33.975081,34.98792,34.617467,33.06968,34.50048,38.853747,36.854602,33.491725,26.76234,26.231987,24.108843,23.442125,23.877961,23.654194,24.047019,26.232046,28.061591,25.784393,22.781836,21.729889,22.600356,22.6283,23.463059,23.276929
Sri Lanka,2.751858,3.38493,3.524834,2.874937,2.625259,2.680053,2.902105,3.3288,3.619308,3.617564,3.753437,4.217664,4.442591,3.811605,3.478992,3.430674,3.961984,3.766497,3.584672,3.656683,3.820195,4.913784,4.814331,5.388798,5.437314,7.970931,7.941559,8.246622,9.096789,10.519671,10.400356,10.928336,11.682861,12.24132,13.132047,11.588856,12.748727,11.923582,11.308326,12.145369,13.258563,14.060434,11.627994,12.826693,14.036298,15.126141,16.30567,14.827748
Chinese Taipei,18.184404,21.867609,27.00521,26.672584,30.241475,38.461119,42.348165,48.892805,50.454408,53.665998,48.776977,47.111134,45.607427,43.535115,41.073982,45.833447,47.529596,56.723444,63.461558,65.595458,68.716861,69.153234,73.790562,77.202267,82.935994,81.930872,83.229804,84.893348,90.203549,90.684825,85.264501,83.261869,83.072319,83.695771,84.321216,84.685237,79.667758,72.669606,67.161149,69.790307,66.250954,62.610827,60.465818,64.008523,66.378221,66.469873,65.792669,61.800837
Thailand,15.77237,17.901968,20.318367,20.049135,20.57918,23.450805,26.118066,29.179655,30.342648,31.85593,29.890001,25.928149,29.019843,30.246805,28.504145,29.679134,31.704155,36.276507,43.331278,52.775292,56.16708,61.937979,70.121681,77.883534,89.53772,96.806381,95.280303,83.489718,84.829232,79.420562,75.299459,79.154419,83.872314,92.212277,91.500898,88.18925,86.385466,80.888478,82.00309,83.217571,87.417676,93.864668,94.787521,96.016014,95.181575,98.86676,100.13371,98.153187
Viet Nam,10.617352,11.635031,11.449507,7.071978,6.744667,2.121833,2.171764,2.793405,3.215643,5.541835,4.847271,4.878855,5.756567,5.649214,5.81491,6.320454,7.327234,7.565847,6.945292,8.232738,8.185103,8.783284,12.495719,13.896494,13.338778,15.530494,16.529915,19.441652,20.666515,23.61283,25.498963,29.048829,29.986175,34.763682,34.217705,32.992549,38.01602,38.003386,43.435247,47.350105,44.092043,41.061849,39.717068,41.155537,51.838125,56.333363,57.559835,57.8239
